primary_title,premiered,title_id,nudity,violence,profanity,alcohol,frightening
"The Hunger Games",2012,tt1392170,None,Moderate,Mild,Mild,Moderate
"Twice Born",2012,tt1396226,Severe,,,Mild,
"Taken 2",2012,tt1397280,Mild,Moderate,Mild,Mild,Moderate
"Journey 2: The Mysterious Island",2012,tt1397514,None,None,None,None,Mild
"Celeste & Jesse Forever",2012,tt1405365,Mild,None,Mild,Mild,None
"Men in Black 3",2012,tt1409024,Mild,Moderate,Mild,Mild,Moderate
"Chinese Zodiac",2012,tt1424310,None,Mild,Mild,None,Mild
"Big Miracle",2012,tt1430615,None,Moderate,Mild,Mild,Mild
"The Pirates! Band of Misfits",2012,tt1430626,Mild,Mild,Mild,Mild,Mild
Disconnect,2012,tt1433811,Moderate,Mild,Moderate,Moderate,Moderate
"The Apparition",2012,tt1433822,Mild,Mild,Mild,Mild,Moderate
Bait,2012,tt1438173,Mild,Severe,Moderate,None,Moderate
Battleship,2012,tt1440129,Mild,Moderate,Mild,Mild,Mild
"Bel Ami",2012,tt1440732,Moderate,Mild,Mild,Mild,Mild
Broken,2012,tt1441940,Mild,Moderate,Moderate,Mild,Moderate
Quartet,2012,tt1441951,Mild,Mild,Moderate,Mild,Mild
"Rise of the Guardians",2012,tt1446192,None,Mild,None,None,Mild
Prometheus,2012,tt1446714,Mild,Severe,Moderate,Mild,Severe
"The Odd Life of Timothy Green",2012,tt1462769,None,None,None,None,Mild
"Columbus Circle",2012,tt1465533,None,Moderate,Mild,Mild,
"Hyde Park on Hudson",2012,tt1477855,Mild,None,Moderate,Moderate,None
Cosmopolis,2012,tt1480656,Moderate,Moderate,Moderate,Mild,Moderate
"The Lorax",2012,tt1482459,None,Mild,None,None,Mild
"The Raven",2012,tt1486192,Mild,Severe,Moderate,Moderate,Severe
"The Iceman",2012,tt1491044,Mild,Severe,Severe,Moderate,Severe
"Underworld: Awakening",2012,tt1496025,Mild,Severe,Mild,None,Moderate
"The Paperboy",2012,tt1496422,Moderate,Severe,Severe,Moderate,Moderate
"The Oogieloves in the Big Balloon Adventure",2012,tt1520498,Severe,Severe,Severe,Severe,Severe
Contraband,2012,tt1524137,None,Moderate,Severe,Moderate,Mild
Grabbers,2012,tt1525366,None,Moderate,Moderate,Severe,Moderate
Byzantium,2012,tt1531901,Moderate,Severe,Moderate,Moderate,Severe
"Hope Springs",2012,tt1535438,Moderate,None,Mild,None,Mild
"Playing for Keeps",2012,tt1540128,Mild,None,Mild,None,None
Vamps,2012,tt1545106,Mild,Mild,Mild,Mild,Mild
"Premium Rush",2012,tt1547234,None,Moderate,Moderate,None,Moderate
"The Seasoning House",2012,tt1555093,Severe,Severe,Moderate,Severe,Moderate
"The Master",2012,tt1560747,Severe,Mild,Severe,Severe,Moderate
"The Devil Inside",2012,tt1560985,Mild,Severe,Severe,Mild,Severe
"Get the Gringo",2012,tt1567609,Moderate,Severe,Severe,Severe,Moderate
"Man on a Ledge",2012,tt1568338,Mild,Mild,Moderate,Mild,Moderate
"House at the End of the Street",2012,tt1582507,Mild,Moderate,Mild,Mild,Moderate
"What to Expect When You're Expecting",2012,tt1586265,Mild,None,Moderate,Mild,Mild
"Act of Valor",2012,tt1591479,None,Severe,Moderate,Mild,Severe
Lockout,2012,tt1592525,None,Moderate,Moderate,Mild,Moderate
LOL,2012,tt1592873,Moderate,Mild,Mild,Mild,None
"To the Wonder",2012,tt1595656,Moderate,Mild,None,Mild,Mild
"This Means War",2012,tt1596350,Moderate,Moderate,Moderate,Mild,Mild
"The Woman in Black",2012,tt1596365,None,Moderate,Mild,Mild,Severe
"Astérix and Obélix: God Save Britannia",2012,tt1597522,None,Mild,None,None,None
"One for the Money",2012,tt1598828,Mild,Moderate,Mild,Mild,Mild
Cleanskin,2012,tt1598873,Moderate,Moderate,Moderate,Mild,Moderate
"Safe House",2012,tt1599348,Mild,Severe,Moderate,Mild,Moderate
"Two Days in New York",2012,tt1602472,Moderate,Mild,Moderate,Mild,Mild
Amour,2012,tt1602620,Mild,Mild,Mild,Mild,Severe
ATM,2012,tt1603257,None,Moderate,Moderate,Mild,Moderate
"American Reunion",2012,tt1605630,Severe,Mild,Severe,Moderate,None
"The Vow",2012,tt1606389,Moderate,Mild,Mild,Mild,Mild
"Abraham Lincoln: Vampire Hunter",2012,tt1611224,Mild,Severe,Mild,Mild,Severe
Kon-Tiki,2012,tt1613750,Mild,Moderate,Mild,Mild,Mild
Savages,2012,tt1615065,Moderate,Severe,Severe,Severe,Moderate
"Paan Singh Tomar",2012,tt1620933,Mild,Moderate,Mild,Mild,Moderate
"Think Like a Man",2012,tt1621045,Mild,None,Mild,None,None
ParaNorman,2012,tt1623288,Mild,Moderate,Mild,None,Moderate
"Miss Lovely",2012,tt1629715,Moderate,Mild,Severe,Severe,Mild
"Chasing Mavericks",2012,tt1629757,None,Moderate,None,Mild,Moderate
"Project X",2012,tt1636826,Severe,Moderate,Severe,Severe,Moderate
Ted,2012,tt1637725,Moderate,Mild,Severe,Severe,None
Erased,2012,tt1645155,None,Moderate,Mild,Mild,Moderate
"The Dictator",2012,tt1645170,Severe,Mild,Moderate,Mild,None
"Wrath of the Titans",2012,tt1646987,None,Moderate,Mild,None,Moderate
"Here Comes the Boom",2012,tt1648179,None,Mild,Mild,Mild,Mild
"The Impossible",2012,tt1649419,Mild,Severe,Mild,None,Severe
"[REC] 3: Genesis",2012,tt1649444,Mild,Severe,Moderate,Mild,Moderate
"Laurence Anyways",2012,tt1650048,Mild,,Mild,,
Wanderlust,2012,tt1655460,Severe,Mild,Moderate,Moderate,None
Stolen,2012,tt1656186,Mild,Moderate,Moderate,Mild,Mild
Safe,2012,tt1656190,None,Severe,Severe,Mild,Moderate
"The Tall Man",2012,tt1658837,Mild,Moderate,Mild,Mild,Moderate
"The Perks of Being a Wallflower",2012,tt1659337,Mild,Mild,Moderate,Moderate,Moderate
"Universal Soldier: Day of Reckoning",2012,tt1659343,Severe,Severe,Severe,Moderate,Severe
"Fun Size",2012,tt1663143,Moderate,Mild,Mild,Mild,Mild
Deadfall,2012,tt1667310,Moderate,Severe,Moderate,Mild,Moderate
"Mirror Mirror",2012,tt1667353,None,Mild,None,None,None
"Ice Age: Continental Drift",2012,tt1667889,None,Mild,None,None,Mild
"The Twilight Saga: Breaking Dawn - Part 2",2012,tt1673434,Moderate,Severe,Mild,None,Moderate
"The Sapphires",2012,tt1673697,Mild,Mild,Moderate,Mild,Mild
"Hannah Arendt",2012,tt1674773,None,None,None,Severe,Mild
"The Guilt Trip",2012,tt1694020,Mild,Mild,Moderate,Mild,Mild
"Girl Most Likely",2012,tt1698648,Moderate,Mild,Moderate,Moderate,Mild
"Casa de mi Padre",2012,tt1702425,Mild,Moderate,Moderate,Moderate,Mild
Chronicle,2012,tt1706593,Mild,Moderate,Moderate,Mild,Severe
"Les Misérables",2012,tt1707386,Moderate,Moderate,Mild,Mild,Moderate
"Alex Cross",2012,tt1712170,Mild,Severe,Moderate,Moderate,Severe
"The Bay",2012,tt1713476,None,Severe,Severe,None,Severe
"Piranha 3DD",2012,tt1714203,Severe,Severe,Moderate,Severe,Moderate
"People Like Us",2012,tt1716777,Mild,None,Mild,Mild,Mild
"The Lords of Salem",2012,tt1731697,Severe,Severe,Severe,Severe,Severe
"Snow White and the Huntsman",2012,tt1735898,Mild,Moderate,Mild,Mild,Moderate
"Moonrise Kingdom",2012,tt1748122,Mild,Mild,Mild,Mild,Mild
"Red Lights",2012,tt1748179,None,Moderate,Moderate,None,Moderate
"The Collection",2012,tt1748227,Mild,Severe,Moderate,Mild,Severe
"Resident Evil: Damnation",2012,tt1753496,Mild,Severe,Mild,Mild,Severe
Extracted,2012,tt1757746,None,Mild,Severe,Moderate,Mild
"This Is 40",2012,tt1758830,Moderate,Mild,Severe,Mild,None
"Ill Manors",2012,tt1760967,Severe,,Severe,,
"No One Lives",2012,tt1763264,Moderate,Severe,Moderate,Mild,Moderate
"The First Time",2012,tt1763303,Mild,Mild,Moderate,Mild,None
Arbitrage,2012,tt1764183,Mild,Mild,Severe,Moderate,Mild
"Killing Them Softly",2012,tt1764234,Mild,Severe,Severe,Severe,Severe
"The Expendables 2",2012,tt1764651,None,Severe,Moderate,Mild,Moderate
"So Undercover",2012,tt1766094,Mild,Mild,Moderate,Mild,None
"The Giant Mechanical Man",2012,tt1769363,None,None,Moderate,Mild,None
"Shadow Dancer",2012,tt1770734,None,Moderate,Moderate,Mild,Moderate
"Wreck-It Ralph",2012,tt1772341,None,Mild,None,Mild,Mild
Aftershock,2012,tt1780762,Moderate,Severe,Moderate,Mild,Severe
"Anna Karenina",2012,tt1781769,Moderate,Moderate,Mild,Mild,Mild
"Conquest 1453",2012,tt1783232,Mild,Moderate,Mild,None,Severe
"John Dies at the End",2012,tt1783732,Moderate,Severe,Severe,Severe,Severe
"Talaash: The Answer Lies Within",2012,tt1787988,Mild,Moderate,Moderate,Mild,Moderate
"Zero Dark Thirty",2012,tt1790885,Mild,Severe,Severe,Mild,Severe
"The Campaign",2012,tt1790886,Moderate,Mild,Moderate,Mild,None
"Struck by Lightning",2012,tt1791614,Mild,None,Mild,Mild,Mild
"I Want You",2012,tt1797504,Moderate,Moderate,Mild,Mild,Mild
"Step Up Revolution",2012,tt1800741,Mild,Mild,Mild,Mild,None
"Meeting Evil",2012,tt1810697,Mild,Severe,Severe,,Severe
Freelancers,2012,tt1815708,Moderate,Moderate,Severe,Severe,Moderate
"Ernest & Celestine",2012,tt1816518,None,None,None,None,Mild
"The Place Beyond the Pines",2012,tt1817273,Mild,Moderate,Severe,Moderate,Moderate
Kahaani,2012,tt1821480,None,Moderate,Mild,Mild,Moderate
Passion,2012,tt1829012,Mild,Moderate,Moderate,Moderate,Moderate
"Berberian Sound Studio",2012,tt1833844,Mild,Mild,Mild,None,Moderate
"Great Expectations",2012,tt1836808,None,Moderate,Mild,Moderate,Mild
"The Baytown Outlaws",2012,tt1836944,Mild,Severe,Severe,Mild,Moderate
Gone,2012,tt1838544,Mild,Moderate,Mild,Moderate,Moderate
"Ruby Sparks",2012,tt1839492,Mild,None,Moderate,Mild,Mild
"The Magic of Belle Isle",2012,tt1839654,None,None,Mild,Mild,None
"The Words",2012,tt1840417,Mild,Mild,Mild,Mild,None
"Like Someone in Love",2012,tt1843287,Mild,Mild,Mild,Mild,Mild
Agneepath,2012,tt1849718,Mild,Severe,Mild,Mild,Moderate
"Django Unchained",2012,tt1853728,Moderate,Severe,Severe,Mild,Severe
"Love Is All You Need",2012,tt1854236,Mild,Mild,Mild,Mild,None
Blancanieves,2012,tt1854513,Mild,Mild,,Mild,Mild
"End of Watch",2012,tt1855199,Mild,Severe,Severe,Moderate,Severe
"Resident Evil: Retribution",2012,tt1855325,Mild,Severe,Mild,Mild,Moderate
"Tim and Eric's Billion Dollar Movie",2012,tt1855401,Severe,Severe,Severe,Severe,Severe
"To Rome with Love",2012,tt1859650,Moderate,None,Mild,Mild,Mild
"Safety Not Guaranteed",2012,tt1862079,Mild,None,Moderate,Mild,None
"The Sessions",2012,tt1866249,Severe,None,Moderate,None,None
"Liberal Arts",2012,tt1872818,Mild,None,Mild,Mild,None
"Into the White",2012,tt1876277,None,Mild,Moderate,,
"Billa 2",2012,tt1891755,Moderate,Severe,Mild,Moderate,Moderate
Wrong,2012,tt1901040,None,Mild,Moderate,Mild,None
Flight,2012,tt1907668,Severe,Moderate,Severe,Severe,Moderate
"The Chef",2012,tt1911553,None,None,Mild,None,None
"Magic Mike",2012,tt1915581,Severe,Mild,Severe,Severe,Mild
Bachelorette,2012,tt1920849,Moderate,Mild,Severe,Severe,Mild
Sinister,2012,tt1922777,None,Severe,Mild,Mild,Severe
"The Angels' Share",2012,tt1924394,Mild,Moderate,Severe,Mild,Mild
"Fire with Fire",2012,tt1925431,Mild,Severe,Severe,Mild,Moderate
"Bad Ass",2012,tt1928330,Moderate,Severe,Severe,Moderate,Moderate
"Seven Psychopaths",2012,tt1931533,Moderate,Severe,Severe,Moderate,Moderate
"Thanks for Sharing",2012,tt1932718,Moderate,Mild,Severe,Mild,Mild
"What Maisie Knew",2012,tt1932767,None,None,Moderate,Mild,None
Mud,2012,tt1935179,Mild,Moderate,Moderate,Mild,Mild
"The ABCs of Death",2012,tt1935896,Severe,Severe,Severe,Severe,Severe
"The Brass Teapot",2012,tt1935902,Mild,Moderate,Mild,Mild,Mild
"The Body",2012,tt1937149,Moderate,Moderate,Moderate,Mild,Moderate
"Now Is Good",2012,tt1937264,Mild,None,Mild,Mild,None
"Indie Game: The Movie",2012,tt1942884,Mild,Moderate,Severe,Mild,Moderate
"About Cherry",2012,tt1945062,Moderate,Mild,Moderate,Moderate,Mild
"Gangs of Wasseypur",2012,tt1954470,Mild,Severe,Severe,Severe,Severe
"A Coffee in Berlin",2012,tt1954701,Moderate,Mild,Mild,Mild,None
"American Mary",2012,tt1959332,Severe,Severe,Severe,Moderate,Severe
"In the House",2012,tt1964624,Mild,Mild,Mild,Mild,Mild
"The Imposter",2012,tt1966604,None,Mild,Moderate,None,Moderate
Compliance,2012,tt1971352,Moderate,Mild,Moderate,Mild,Severe
"6 Bullets",2012,tt1975249,Moderate,Severe,Severe,Mild,Moderate
Resolution,2012,tt1977895,None,Mild,Severe,Moderate,Moderate
"Rurouni Kenshin Part I: Origins",2012,tt1979319,None,Severe,None,Mild,Moderate
"Housefull 2",2012,tt1980986,Mild,Mild,,None,
"Pitch Perfect",2012,tt1981677,Mild,Mild,Mild,Mild,None
Excision,2012,tt1984153,Moderate,Severe,Moderate,Mild,Severe
Chained,2012,tt1989475,Moderate,Severe,Mild,Moderate,Moderate
Brake,2012,tt1990181,None,Severe,Severe,Moderate,Severe
"Robot & Frank",2012,tt1990314,None,Mild,Mild,Mild,None
"Chernobyl Diaries",2012,tt1991245,None,Moderate,Severe,Mild,Severe
"It's a Disaster",2012,tt1995341,Mild,Mild,Mild,Mild,Mild
"For a Good Time, Call...",2012,tt1996264,Mild,None,Moderate,Moderate,None
Lore,2012,tt1996310,Mild,Severe,Mild,Mild,Severe
"Would You Rather",2012,tt1999995,None,Severe,Moderate,Mild,Severe
"A Fantastic Fear of Everything",2012,tt2006040,None,Mild,Moderate,Mild,Mild
"Side by Side",2012,tt2014338,None,Mild,Moderate,Mild,None
"Ek Tha Tiger",2012,tt2016894,None,Mild,Mild,Mild,Mild
"Diary of a Wimpy Kid: Dog Days",2012,tt2023453,Mild,Mild,Mild,Mild,Mild
Sightseers,2012,tt2023690,Moderate,Severe,Moderate,Moderate,Moderate
"The Broken Circle Breakdown",2012,tt2024519,Moderate,None,Mild,Moderate,Mild
"The Reluctant Fundamentalist",2012,tt2032557,Mild,Mild,Severe,Mild,
"The Pact",2012,tt2040560,None,Severe,Moderate,Mild,Moderate
"Rust and Bone",2012,tt2053425,Moderate,Moderate,Moderate,Mild,Moderate
No,2012,tt2059255,None,Moderate,Mild,Severe,Mild
"Interview with a Hitman",2012,tt2061712,Mild,Severe,Severe,Mild,Moderate
Smashed,2012,tt2063781,Moderate,None,Mild,Severe,Mild
Populaire,2012,tt2070776,Mild,None,None,Mild,None
"Business Man",2012,tt2071613,Mild,Moderate,Severe,Severe,Severe
Shanghai,2012,tt2072227,Mild,Mild,Mild,Mild,Moderate
"Holy Motors",2012,tt2076220,Moderate,Severe,Mild,Mild,Mild
"Rowdy Rathore",2012,tt2077833,Mild,Severe,Moderate,Mild,Moderate
"Sleepwalk with Me",2012,tt2077851,Mild,Mild,Moderate,Mild,
Barfi!,2012,tt2082197,None,Mild,None,Mild,Mild
"Trouble with the Curve",2012,tt2083383,Mild,Mild,Moderate,Mild,Mild
"Room 237",2012,tt2085910,Mild,Mild,Mild,None,None
"Starship Troopers: Invasion",2012,tt2085930,Moderate,Moderate,Severe,Mild,Severe
"Promised Land",2012,tt2091473,None,Mild,Moderate,Moderate,Mild
"Much Ado About Nothing",2012,tt2094064,Mild,Mild,None,Moderate,Mild
"Hit and Run",2012,tt2097307,Moderate,Moderate,Severe,Mild,None
Antiviral,2012,tt2099556,Mild,Moderate,None,Moderate,Severe
"Spring Breakers",2012,tt2101441,Severe,Moderate,Severe,Severe,Moderate
Maniac,2012,tt2103217,Moderate,Severe,Moderate,Moderate,Severe
Emperor,2012,tt2103264,None,Mild,Moderate,Mild,Mild
V/H/S,2012,tt2105044,Severe,Severe,Severe,Moderate,Severe
"The Hunt",2012,tt2106476,Moderate,Moderate,Moderate,Mild,Moderate
"Paranormal Activity 4",2012,tt2109184,Mild,Moderate,Moderate,Mild,Moderate
"Fearless 2",2012,tt2112131,Mild,Moderate,Mild,Mild,Moderate
"Ginger & Rosa",2012,tt2115295,Mild,Mild,Mild,Mild,Mild
"Beasts of the Southern Wild",2012,tt2125435,Mild,Moderate,Moderate,Moderate,Moderate
"Searching for Sugar Man",2012,tt2125608,None,None,Mild,Mild,None
"The Queen of Versailles",2012,tt2125666,Mild,None,None,None,None
"West of Memphis",2012,tt2130321,Mild,Severe,Moderate,,Severe
"Wolf Children",2012,tt2140203,Mild,Mild,Mild,None,Mild
"Drug War",2012,tt2165735,Mild,Severe,Moderate,Severe,Severe
Cocktail,2012,tt2168910,Mild,Mild,Moderate,Moderate,Mild
"Student of the Year",2012,tt2172071,Mild,Mild,Mild,None,None
"Jab Tak Hai Jaan",2012,tt2176013,Mild,Mild,Mild,Mild,Mild
"We Are Legion: The Story of the Hacktivists",2012,tt2177843,None,Mild,Moderate,Mild,
Barbara,2012,tt2178941,,,,Moderate,
"What's in a Name?",2012,tt2179121,Mild,,Mild,Mild,
Nanban,2012,tt2180477,Mild,Mild,Mild,Mild,Mild
Shahid,2012,tt2181831,None,Moderate,Moderate,Mild,Moderate
"English Vinglish",2012,tt2181931,None,None,None,None,None
Thuppakki,2012,tt2187153,None,Moderate,None,None,Moderate
"Stuck in Love.",2012,tt2205697,Mild,Mild,Moderate,Moderate,Mild
"Berserk: The Golden Age Arc I - The Egg of the King",2012,tt2210479,Moderate,Severe,Moderate,None,Severe
"Madea's Witness Protection",2012,tt2215285,None,Mild,Mild,None,None
"Part of Me",2012,tt2215719,None,None,Mild,Mild,Mild
"A Hijacking",2012,tt2216240,None,Moderate,Moderate,Mild,Moderate
"Ustad Hotel",2012,tt2218988,None,None,Mild,Mild,None
"Grave Encounters 2",2012,tt2231554,Mild,Severe,Severe,Moderate,Severe
"2016: Obama's America",2012,tt2247692,None,Mild,Mild,,
"Beyond the Hills",2012,tt2258281,Mild,,None,None,Moderate
Eega,2012,tt2258337,Mild,Moderate,Mild,Mild,Moderate
Wadjda,2012,tt2258858,None,None,None,None,None
"OMG: Oh My God!",2012,tt2283748,None,None,None,Mild,None
Pieta,2012,tt2299842,Moderate,Moderate,Moderate,Mild,Moderate
"Vicky Donor",2012,tt2317337,Mild,None,Mild,Mild,None
"The Conspiracy",2012,tt2330322,None,Moderate,Moderate,Mild,Moderate
"The Thieves",2012,tt2330866,Mild,Mild,Severe,Moderate,Moderate
"Frances Ha",2012,tt2347569,Mild,None,Moderate,Mild,None
"Berserk: The Golden Age Arc II - The Battle for Doldrey",2012,tt2358911,Severe,Severe,Moderate,,Severe
"Stories We Tell",2012,tt2366450,None,None,Moderate,Moderate,None
"The Act of Killing",2012,tt2375605,Moderate,Severe,Mild,Mild,Severe
"It's Such a Beautiful Day",2012,tt2396224,Mild,Moderate,Mild,None,Severe
"Confession of Murder",2012,tt2468774,None,Severe,Mild,Mild,Mild
"The Mountain",2012,tt2471640,None,Severe,Severe,Mild,Moderate
"The Secret Life of Walter Mitty",2013,tt0359950,None,Mild,Mild,Mild,Mild
42,2013,tt0453562,None,None,Severe,Mild,Mild
"Alan Partridge",2013,tt0469021,Mild,Moderate,Moderate,Mild,Mild
"The Croods",2013,tt0481499,None,Mild,None,None,Mild
Syrup,2013,tt0762138,Mild,None,Severe,Mild,None
"Man of Steel",2013,tt0770828,None,Moderate,Mild,Mild,Moderate
"The Incredible Burt Wonderstone",2013,tt0790628,Mild,Mild,Mild,Mild,Mild
"Dallas Buyers Club",2013,tt0790636,Severe,Moderate,Severe,Severe,Moderate
R.I.P.D.,2013,tt0790736,Mild,Moderate,Moderate,Mild,Mild
"Scary Movie V",2013,tt0795461,Moderate,Moderate,Moderate,Moderate,Moderate
"Devil's Knot",2013,tt0804463,Mild,Moderate,Moderate,Mild,Moderate
"The Book Thief",2013,tt0816442,None,Moderate,Mild,Mild,Moderate
"World War Z",2013,tt0816711,None,Moderate,Mild,Mild,Moderate
Epic,2013,tt0848537,None,Mild,None,None,Mild
Snitch,2013,tt0882977,None,Moderate,Moderate,Moderate,Moderate
"The Wolf of Wall Street",2013,tt0993846,Severe,Moderate,Severe,Severe,Moderate
"Krrish 3",2013,tt1029231,Mild,Moderate,None,Mild,Moderate
"Adult World",2013,tt1067765,Mild,Mild,Moderate,Moderate,Mild
"Lone Survivor",2013,tt1091191,None,Severe,Severe,None,Severe
"The Colony",2013,tt1160996,Mild,Severe,Severe,None,Moderate
"The Hobbit: The Desolation of Smaug",2013,tt1170358,None,Moderate,None,Mild,Moderate
"Charlie Countryman",2013,tt1196948,Severe,Moderate,Severe,Severe,Moderate
"One Chance",2013,tt1196956,Mild,Mild,Mild,Mild,Mild
"Last Vegas",2013,tt1204975,Mild,Mild,Mild,Mild,None
"Out of the Furnace",2013,tt1206543,None,Severe,Severe,Severe,Severe
"The Lone Ranger",2013,tt1210819,None,Moderate,Mild,Mild,Moderate
"Escape Plan",2013,tt1211956,None,Severe,Severe,Mild,Moderate
"The World's End",2013,tt1213663,Mild,Moderate,Severe,Moderate,Mild
"Anchorman 2: The Legend Continues",2013,tt1229340,Mild,Mild,Moderate,Mild,None
"Broken City",2013,tt1235522,Moderate,Moderate,Severe,Mild,Mild
"This Is the End",2013,tt1245492,Severe,Severe,Severe,Severe,Moderate
"2 Guns",2013,tt1272878,Moderate,Severe,Severe,Mild,Moderate
"Evil Dead",2013,tt1288558,Mild,Severe,Severe,Mild,Severe
"Behind the Candelabra",2013,tt1291580,Moderate,None,Severe,Moderate,None
"Iron Man 3",2013,tt1300854,Mild,Moderate,Mild,Mild,Moderate
A.C.O.D.,2013,tt1311060,Mild,None,Moderate,Mild,None
"Kill Your Darlings",2013,tt1311071,Moderate,Moderate,Moderate,Severe,Mild
Oldboy,2013,tt1321511,Severe,Severe,Severe,Severe,Severe
"Gangster Squad",2013,tt1321870,Mild,Severe,Severe,Moderate,Moderate
"August: Osage County",2013,tt1322269,Mild,Mild,Severe,Moderate,Mild
"The Butler",2013,tt1327773,Mild,Moderate,Moderate,Mild,Moderate
"Movie 43",2013,tt1333125,Severe,Moderate,Severe,Moderate,Mild
"47 Ronin",2013,tt1335975,None,Moderate,Mild,None,Mild
"The Great Gatsby",2013,tt1343092,Mild,Mild,Mild,Moderate,Mild
"Jack the Giant Slayer",2013,tt1351685,None,Moderate,Mild,None,Moderate
"Race 2",2013,tt1375789,Moderate,Moderate,Mild,Mild,Mild
Prisoners,2013,tt1392214,None,Severe,Severe,Mild,Severe
"Star Trek Into Darkness",2013,tt1408101,Mild,Moderate,Mild,Mild,Moderate
Riddick,2013,tt1411250,Moderate,Severe,Severe,Mild,Severe
Paranoia,2013,tt1413495,Mild,Mild,Mild,Mild,None
Lovelace,2013,tt1426329,Moderate,Moderate,Severe,Moderate,Moderate
"The Human Race",2013,tt1427298,Mild,Severe,Mild,None,Severe
"Hansel & Gretel: Witch Hunters",2013,tt1428538,Mild,Severe,Severe,Mild,Moderate
"The Wolverine",2013,tt1430132,Mild,Moderate,Moderate,Mild,Moderate
"Under the Skin",2013,tt1441395,Severe,Moderate,Mild,Mild,Severe
Filth,2013,tt1450321,Severe,Moderate,Severe,Severe,Moderate
"Monsters University",2013,tt1453405,None,None,None,None,Mild
Gravity,2013,tt1454468,None,Moderate,Moderate,None,Moderate
"The Haunting in Connecticut 2: Ghosts of Georgia",2013,tt1457765,None,Mild,None,Mild,Severe
"The Conjuring",2013,tt1457767,None,Moderate,Mild,None,Severe
"The Grandmaster",2013,tt1462900,None,Moderate,Mild,Mild,Moderate
"Killing Season",2013,tt1480295,None,Severe,Mild,Mild,Moderate
Oblivion,2013,tt1483013,Mild,Moderate,Mild,Mild,Mild
"What If",2013,tt1486834,Mild,Mild,Mild,Mild,Mild
"The Host",2013,tt1517260,None,Mild,None,None,None
Horns,2013,tt1528071,Moderate,Severe,Severe,Moderate,Moderate
Elysium,2013,tt1535108,Mild,Severe,Severe,Mild,Severe
"Captain Phillips",2013,tt1535109,None,Moderate,Mild,Mild,Severe
"The Mortal Instruments: City of Bones",2013,tt1538403,None,Moderate,Mild,Mild,Moderate
"A Single Shot",2013,tt1540741,Moderate,Moderate,Mild,Mild,
"Knights of Badassdom",2013,tt1545660,Mild,Severe,Moderate,Moderate,Mild
"Are You Here",2013,tt1545754,Moderate,Mild,Moderate,Severe,None
"The Last Stand",2013,tt1549920,None,Severe,Severe,Mild,Moderate
"Beautiful Creatures",2013,tt1559547,Mild,Mild,Mild,None,Mild
"Texas Chainsaw",2013,tt1572315,Mild,Severe,Severe,Mild,Severe
"G.I. Joe: Retaliation",2013,tt1583421,Mild,Moderate,Mild,None,Moderate
"Warm Bodies",2013,tt1588173,None,Moderate,Mild,Mild,Mild
"Only God Forgives",2013,tt1602613,Moderate,Severe,Severe,Moderate,Severe
"A Good Day to Die Hard",2013,tt1606378,Mild,Moderate,Moderate,Mild,Mild
"Free Birds",2013,tt1621039,None,Mild,Mild,Mild,Mild
"Oz the Great and Powerful",2013,tt1623205,None,Mild,Mild,None,Moderate
"Romeo & Juliet",2013,tt1645131,Mild,Mild,None,None,Mild
"Kick-Ass 2",2013,tt1650554,Moderate,Severe,Severe,Mild,Moderate
"Night Train to Lisbon",2013,tt1654523,Mild,Mild,None,Mild,Mild
"The Numbers Station",2013,tt1659338,None,Moderate,Severe,Mild,Moderate
"Grudge Match",2013,tt1661382,Mild,Moderate,Mild,Mild,Mild
"Life of Crime",2013,tt1663207,Moderate,Mild,Moderate,Mild,Mild
"Pacific Rim",2013,tt1663662,None,Moderate,Moderate,Mild,Moderate
"3096 Tage",2013,tt1667355,Moderate,Moderate,Mild,None,Severe
"Now You See Me",2013,tt1670345,Mild,Mild,Mild,Mild,Mild
Stoker,2013,tt1682180,Moderate,Moderate,Mild,Mild,Moderate
"Welcome to the Punch",2013,tt1684233,None,Severe,Moderate,Mild,Mild
"Despicable Me 2",2013,tt1690953,Mild,Mild,None,Mild,Mild
Planes,2013,tt1691917,None,Mild,Mild,Mild,Mild
"The Invisible Woman",2013,tt1700845,Mild,Mild,None,None,None
"Safe Haven",2013,tt1702439,Mild,Mild,Mild,Mild,Moderate
Tarzan,2013,tt1705952,None,Mild,None,None,Mild
Snowpiercer,2013,tt1706620,None,Severe,Moderate,Moderate,Severe
"The Last Days on Mars",2013,tt1709143,None,Moderate,Moderate,None,Moderate
"21 & Over",2013,tt1711425,Moderate,Mild,Severe,Moderate,None
"The Spectacular Now",2013,tt1714206,Moderate,Mild,Severe,Moderate,Mild
"Only Lovers Left Alive",2013,tt1714915,Mild,Moderate,Moderate,Mild,Mild
Anna,2013,tt1715336,Mild,Moderate,Mild,Mild,Moderate
"We're the Millers",2013,tt1723121,Moderate,Mild,Severe,Severe,None
"The Way Way Back",2013,tt1727388,Mild,None,Mild,Mild,None
"Ender's Game",2013,tt1731141,None,Mild,None,None,Mild
"Pawn Shop Chronicles",2013,tt1741243,Severe,Severe,Severe,Moderate,Severe
"Blood Ties",2013,tt1747958,Mild,Severe,Severe,Severe,Mild
Diana,2013,tt1758595,Moderate,Moderate,Moderate,Mild,Moderate
"The To Do List",2013,tt1758795,Moderate,Mild,Severe,Moderate,None
"Walking with Dinosaurs 3D",2013,tt1762399,None,Moderate,None,None,Moderate
